legacyRegister,legacyNotation,legacyLabel,legacyURI,legacyDescription,disposition,proposedNotation,proposedLabel,mappingRelation,reviewStatus,targetVocabulary,rationale
Atmosphere,277,Colorimetry (sodium salicylate method for nitrate),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/277,,rename,sodiumSalicylateColorimetry,Sodium-salicylate colorimetry,exact,non-controversial,ObservingMethod,Method-oriented wording.
Atmosphere,278,Colorimetry [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/278,,rename,colorimetry,Colorimetry,exact,non-controversial,ObservingMethod,Remove '[general]' qualifier.
Atmosphere,290,Chemiluminescence (CL) [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/290,,rename,chemiluminescenceDetection,Chemiluminescence detection,exact,non-controversial,ObservingMethod,Remove '[general]' qualifier and use method noun.
Atmosphere,294,Fluorescence [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/294,,rename,fluorescenceMeasurement,Fluorescence measurement,exact,non-controversial,ObservingMethod,Remove '[general]' qualifier.
Atmosphere,295,UV fluorescence,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/295,,rename,ultravioletFluorescence,Ultraviolet fluorescence,exact,non-controversial,ObservingMethod,Spell out UV.
Atmosphere,296,Vacuum UV fluorescence,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/296,,rename,vacuumUltravioletFluorescence,Vacuum-ultraviolet fluorescence,exact,non-controversial,ObservingMethod,Spell out UV.
Atmosphere,297,Gas Chromatography (GC) [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/297,,rename,gasChromatography,Gas chromatography,exact,non-controversial,ObservingMethod,Spell out GC and remove '[general]'.
Atmosphere,298,GC-ECD,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/298,,rename,gasChromatographyElectronCaptureDetection,Gas chromatography with electron-capture detection,exact,non-controversial,ObservingMethod,Spell out the detector acronym.
Atmosphere,299,GC-ECD-FID,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/299,,rename,gasChromatographyElectronCaptureFlameIonization,Gas chromatography with electron-capture and flame-ionization detection,exact,non-controversial,ObservingMethod,Spell out detector acronyms while keeping notation within the proposed length limit.
Atmosphere,300,GC-ECD-MS,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/300,,rename,gasChromatographyElectronCaptureMassSpectrometry,Gas chromatography with electron-capture detection and mass spectrometry,exact,discussion needed,ObservingMethod,Spell out the legacy acronym chain; confirm whether electron capture denotes detector or ionization mode.
Atmosphere,301,GC-FID,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/301,,rename,gasChromatographyFlameIonizationDetection,Gas chromatography with flame-ionization detection,exact,non-controversial,ObservingMethod,Spell out detector acronym.
Atmosphere,302,GC-HgO reduction-UV absorption,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/302,,rename,gasChromatographyHgOReductionUltravioletAbsorption,Gas chromatography with HgO reduction and ultraviolet absorption,exact,discussion needed,ObservingMethod,Retain HgO as a chemical formula; spell out the spectral detection method.
Atmosphere,303,GC-MS,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/303,,rename,gasChromatographyMassSpectrometry,Gas chromatography–mass spectrometry,exact,non-controversial,ObservingMethod,Spell out GC-MS.
Atmosphere,305,Cavity ring-down spectroscopy (CRDS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/305,,rename,cavityRingDownSpectroscopy,Cavity ring-down spectroscopy,exact,non-controversial,ObservingMethod,Spell out CRDS.
Atmosphere,306,Cavity-enhanced absorption spectroscopy (CEAS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/306,,rename,cavityEnhancedAbsorptionSpectroscopy,Cavity-enhanced absorption spectroscopy,exact,non-controversial,ObservingMethod,Spell out CEAS.
Atmosphere,307,Integrated cavity output spectroscopy (ICOS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/307,,rename,integratedCavityOutputSpectroscopy,Integrated-cavity-output spectroscopy,exact,non-controversial,ObservingMethod,Spell out ICOS.
Atmosphere,308,Laser induced fluorescence (LIF),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/308,,rename,laserInducedFluorescence,Laser-induced fluorescence,exact,non-controversial,ObservingMethod,Spell out LIF.
Atmosphere,309,Laser photoacoustic spectroscopy (LPAS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/309,,rename,laserPhotoacousticSpectroscopy,Laser photoacoustic spectroscopy,exact,non-controversial,ObservingMethod,Spell out LPAS.
Atmosphere,310,Laser spectroscopy [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/310,,rename,laserSpectroscopy,Laser spectroscopy,exact,non-controversial,ObservingMethod,Remove '[general]' qualifier.
Atmosphere,311,Quantum cascade laser (QCL) spectroscopy,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/311,,rename,quantumCascadeLaserSpectroscopy,Quantum-cascade-laser spectroscopy,exact,non-controversial,ObservingMethod,Spell out QCL.
Atmosphere,312,Chemical ionization MS (CIMS) with matrix isolation,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/312,,rename,chemicalIonizationMassSpectrometryMatrixIsolation,Chemical-ionization mass spectrometry with matrix isolation,exact,non-controversial,ObservingMethod,Spell out CIMS.
Atmosphere,313,Proton transfer reaction mass spectrometry (PTR-MS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/313,,rename,protonTransferReactionMassSpectrometry,Proton-transfer-reaction mass spectrometry,exact,non-controversial,ObservingMethod,Spell out PTR-MS.
Atmosphere,314,IR spectrometry-radiometry [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/314,,rename,infraredSpectroradiometry,Infrared spectroradiometry,close,discussion needed,ObservingMethod,Normalize 'spectrometry-radiometry' into the established method term spectroradiometry.
Atmosphere,315,Light absorption photometry,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/315,,rename,lightAbsorptionPhotometry,Light-absorption photometry,exact,non-controversial,ObservingMethod,Method already principle-oriented.
Atmosphere,316,Long path absorption photometry (LOPAP),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/316,,rename,longPathAbsorptionPhotometry,Long-path absorption photometry,exact,non-controversial,ObservingMethod,Spell out the method; omit LOPAP from the notation.
Atmosphere,317,Non-dispersive IR (NDIR) absorption,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/317,,rename,nonDispersiveInfraredAbsorption,Non-dispersive infrared absorption,exact,non-controversial,ObservingMethod,Spell out NDIR.
Atmosphere,318,Non-dispersive UV (NDUV),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/318,,rename,nonDispersiveUltravioletAbsorption,Non-dispersive ultraviolet absorption,exact,non-controversial,ObservingMethod,Spell out NDUV.
Atmosphere,319,UV absorption spectrometry-radiometry,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/319,,rename,ultravioletAbsorptionSpectroradiometry,Ultraviolet-absorption spectroradiometry,close,non-controversial,ObservingMethod,Normalize and spell out UV.
Atmosphere,320,Integrated path differential absorption (IPDA) lidar,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/320,"Light detection and ranging (lidar) with integrated path differential absorption (IPDA) capability, typically used for column measurements of CH4 and CO2.",rename,integratedPathDifferentialAbsorptionLidar,Integrated-path differential-absorption lidar,exact,non-controversial,ObservingMethod,Spell out IPDA.
Atmosphere,322,Fourier-transform IR spectroscopy (FTIR),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/322,,rename,fourierTransformInfraredSpectroscopy,Fourier-transform infrared spectroscopy,exact,non-controversial,ObservingMethod,Spell out FTIR.
Atmosphere,327,Radiosonde with NAVAID,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/327,,rename,navigationAidRadiosondeTracking,Navigation-aid radiosonde tracking,close,discussion needed,ObservingMethod,Tracking method retained; NAVAID is generalized rather than used as a notation acronym.
Atmosphere,328,Radiosonde with radar tracking,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/328,,rename,radarRadiosondeTracking,Radar radiosonde tracking,exact,non-controversial,ObservingMethod,Method-oriented wording.
Atmosphere,329,Radiosonde with radiotheodolite tracking,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/329,,rename,radiotheodoliteRadiosondeTracking,Radiotheodolite radiosonde tracking,exact,non-controversial,ObservingMethod,Method-oriented wording.
Atmosphere,330,Radiosonde with composite method tracking,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/330,,rename,compositeRadiosondeTracking,Composite radiosonde tracking,exact,discussion needed,ObservingMethod,Generic composite method remains underspecified; retain only if operationally needed.
Atmosphere,332,Pilot balloon with optical tracking),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/332,,rename,opticalPilotBalloonTracking,Optical pilot-balloon tracking,exact,non-controversial,ObservingMethod,Fix stray parenthesis and use method-oriented wording.
Atmosphere,335,Differential absorption lidar (DIAL),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/335,"Light detection and ranging (lidar) with differential absorption lidar (DIAL) capability, typically used for trace gas measurements, most notably ozone and water vapor. This technique can be extended to molecules which have suitably defined differential absorption characteristics.",rename,differentialAbsorptionLidar,Differential-absorption lidar,exact,non-controversial,ObservingMethod,Spell out DIAL in notation.
Atmosphere,338,Tunable diode lase spectroscopy (TDLS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/338,Tunable diode lase spectroscopy (TDLS),rename,tunableDiodeLaserSpectroscopy,Tunable-diode-laser spectroscopy,exact,non-controversial,ObservingMethod,Correct apparent typo 'lase' and spell out TDLS.
Atmosphere,339,UV spectroradiometry,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/339,,rename,ultravioletSpectroradiometry,Ultraviolet spectroradiometry,exact,non-controversial,ObservingMethod,Spell out UV.
Atmosphere,340,Wet-bulb thermometer,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/340,"A thermometer having a bulb that is kept moistened when humidity determinations are being made with a psychrometer. The wet-bulb temperature is the temperature a parcel of air would have if it were cooled to saturation (100% relative humidity) by the evaporation of water into it, with the latent heat being supplied by the parcel.",rename,psychrometry,Psychrometry,close,discussion needed,ObservingMethod,Wet-bulb thermometry is normally used with a dry-bulb temperature as the psychrometric humidity method.
Atmosphere,341,Backscatter lidar,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/341,"Elastic backscatter light detection and ranging (lidar) typically used for measurements of cloud and aerosol particle phase optical properties (e.g., extinction and backscatter coefficient), altimetry, ocean optical properties, and mixed layer height.",rename,backscatterLidar,Backscatter lidar,exact,non-controversial,ObservingMethod,Normalize notation.
Atmosphere,342,High spectral resolution (HSR) lidar,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/342,"Light detection and ranging (lidar) with high spectral resolution capability, typically used for measurements of cloud and aerosol particle phase properties, ocean properties, and mixed layer height.",rename,highSpectralResolutionLidar,High-spectral-resolution lidar,exact,non-controversial,ObservingMethod,Spell out HSR.
Atmosphere,343,Polarized lidar,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/343,"Light detection and ranging (lidar) capable of determining the linear or circular depolarization ratio, typically used to discriminate spherical and non-spherical particles.",rename,polarizedLidar,Polarized lidar,exact,non-controversial,ObservingMethod,Normalize notation.
Atmosphere,347,Tunable Infrared Laser Differential Absorption Spectroscopy (TILDAS),http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/347,Tunable Infrared Laser Differential Absorption Spectroscopy (TILDAS).,rename,TILDAS,Tunable infrared laser differential-absorption spectroscopy (TILDAS),exact,discussion needed,ObservingMethod,Spelling the full method in the notation would exceed the proposed soft length limit; retain the established acronym in uppercase.
Atmosphere,348,Radionuclide decay counting [general],http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/348,Determination of the counts measured per unit time as a result of radionuclide decay.,rename,radionuclideDecayCounting,Radionuclide decay counting,exact,non-controversial,ObservingMethod,Remove '[general]' qualifier.
Atmosphere,349,IR-GFC,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/349,"Infrared absorption measurement based on the gas-filter correlation technique, a specifique variant of NDIR.",rename,gasFilterCorrelationInfraredAbsorption,Gas-filter-correlation infrared absorption,exact,non-controversial,ObservingMethod,Spell out IR-GFC.
Atmosphere,415,Campbell-Stokes burn method,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/415,Sunshine duration is determined by evaluating the burnt areas imprinted by the sun in a strip of carton or aluminum foil placed behind a glass sphere.,rename,campbellStokesBurnMethod,Campbell–Stokes burn method,exact,discussion needed,ObservingMethod,Established eponymic method; consider whether sunshine-duration recorder type belongs in instrument metadata.
Atmosphere,416,Contrast-evaluating and scanning devices,http://codes.wmo.int/wmdr/ObservingMethodAtmosphere/416,Sunshine duration is determined by combining multi-sensor detectors with an electronic discriminator.,rename,contrastEvaluationAndScanning,Contrast evaluation and scanning,close,discussion needed,ObservingMethod,Legacy label describes devices; proposed wording expresses the analysis operation.
Ocean,403,Electrical resistivity,http://codes.wmo.int/wmdr/ObservingMethodOcean/403,Measurement derived from the measurement of electrical resistivity.,rename,electricalResistivityMeasurement,Electrical resistivity measurement,exact,non-controversial,ObservingMethod,Method-oriented wording.
Ocean,405,Inductivity,http://codes.wmo.int/wmdr/ObservingMethodOcean/405,Measurement derived from the measurement of magnetic inductance.,rename,inductiveConductivityMeasurement,Inductive conductivity measurement,close,discussion needed,ObservingMethod,The legacy term 'inductivity' describes inductive/electromagnetic conductivity sensing; terminology should be confirmed.
Ocean,407,HF echo Doppler spectra analysis method (HR radar),http://codes.wmo.int/wmdr/ObservingMethodOcean/407,Remote sensing of surface currents employing radars frequencies.,rename,highFrequencyRadarDopplerSpectralAnalysis,High-frequency-radar Doppler spectral analysis,exact,non-controversial,ObservingMethod,Spell out HF and normalize the method label.
Ocean,408,GPS fixes sequence comparison,http://codes.wmo.int/wmdr/ObservingMethodOcean/408,Measurement derived from the difference between two successives GPS positions.,rename,satelliteNavigationPositionDifferencing,Satellite-navigation position differencing,close,discussion needed,ObservingMethod,Generalize the GPS-specific implementation to the underlying satellite-navigation position-difference method.
Ocean,409,Clark electrode polarographic method,http://codes.wmo.int/wmdr/ObservingMethodOcean/409,The dissolved oxygen concentration by counting the number of oxygen molecules per second (flux) that diffuse through the membrane from the ocean environment to the working electrode.,rename,membranePolarographicOxygenMeasurement,Membrane-polarographic oxygen measurement,close,discussion needed,ObservingMethod,Express the electrochemical principle rather than the Clark-electrode instrument name.
Ocean,410,Oxygen luminescence quenching method,http://codes.wmo.int/wmdr/ObservingMethodOcean/410,The fluorescent indicator is a special complex embedded in a gas permeable sensing foil that is exposed to the surrounding water. The sensing foil is excited by modulated light; the sensor measures the phase of the returned light.,rename,oxygenLuminescenceQuenching,Oxygen luminescence quenching,exact,non-controversial,ObservingMethod,Method-oriented wording.
Ocean,412,Radiometry,http://codes.wmo.int/wmdr/ObservingMethodOcean/412,Measurement of the number of photon reaching a surface using a photodiode.,rename,radiometry,Radiometry,exact,non-controversial,ObservingMethod,Generic method retained as a parent/general concept.
Terrestrial,126,Gravimetric moisture determination,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/126,Measurement of the amount of water in soil by weighing a sample before and after drying it in an oven at a temperature of 100-110 degrees Celsius. [Based on 'gravimetric method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,gravimetricMoistureDetermination,Gravimetric moisture determination,exact,non-controversial,ObservingMethod,Method already well defined.
Terrestrial,128,Soil heat flux plate,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/128,,rename,conductiveHeatFluxMeasurement,Conductive heat-flux measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,159,Neutron probe,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/159,Measurement of the moisture content and hence the porosity of a geological formation by means of lowering a tool containing a radioactive element emitting neutrons and a neutron detector into a borehole. [Based on 'neutron logging' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,neutronModerationMoistureMeasurement,Neutron-moderation moisture measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,187,Electrical resistance blocks (Porous blocks),http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/187,"Determination of electrical resistance between two electrodes embedded in blocks of a porous material buried in the ground and in equilibrium with the surrounding moist soil. [Based on 'porous blocks/electrical resistance blocks' in Guide to Hydrological Practices (WMO-No. 168), Volume II. 2009 edition.]",rename,resistanceBasedMoistureMeasurement,Resistance-based moisture measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,194,Soil thermometer,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/194,,rename,thermometry,Thermometry,broad,discussion needed,ObservingMethod,"Soil is the observed matrix/deployment context, while 'soil thermometer' does not identify a sensing principle."
Terrestrial,200,Tensiometer,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/200,"Measurement of soil capillary tension by means of a porous cup, inserted in the soil, connected to a manometer by a water-filled tube. [Based on 'tensiometer' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,tensiometricSoilWaterPotentialMeasurement,Tensiometric soil-water-potential measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,203,Time domain reflectometry (TDR),http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/203,Estimation of water content in unsaturated materials based on variations in their dielectric properties. [International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,timeDomainReflectometry,Time-domain reflectometry,exact,non-controversial,ObservingMethod,Spell out TDR in the notation.
Terrestrial,260,Ultrasonic ranging,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/260,Transmission of an ultrasonic pulse towards the target and listening for a return echo from that target.,rename,ultrasonicRanging,Ultrasonic ranging,exact,non-controversial,ObservingMethod,Method already principle-oriented.
Terrestrial,261,Graduated device,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/261,"Manual measurement or observation made with a graduated fixed stake, a sturdy ruler, or an extendable graduated rod.",rename,graduatedScaleMeasurement,Graduated-scale measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,262,Snow pillows and snow scales,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/262,Weighing of snow-cover mass per unit area.,rename,gravimetricSnowWaterEquivalentMeasurement,Gravimetric snow-water-equivalent measurement,close,discussion needed,ObservingMethod,Snow pillows/scales are instruments that infer snow mass per area by weighing.
Terrestrial,344,Laser ranging,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/344,Emission of a modulated beam of light in the visible spectrum to determine the distance to a target by comparing the phase information from the reflected beam.,rename,laserRanging,Laser ranging,exact,non-controversial,ObservingMethod,Method already principle-oriented.
Terrestrial,345,Echo sounding,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/345,"Evaluation of the return time of acoustic waves emitted into a medium to determine the distance between source and target. This method is used in hydrology, for example, to determine the depth of a water body. [Based on 'echo sounder' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,echoSounding,Echo sounding,exact,non-controversial,ObservingMethod,Method already principle-oriented.
Terrestrial,351,Wire-weight gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/351,Determination of water stage by means of a fine cable or wire attached to a weight which is lowered to the water surface in order to determine its position below a fixed above-surface point. [Based on 'wire weight gauge' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,wireWeightWaterLevelMeasurement,Wire-weight water-level measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,352,Point gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/352,"Level measurement gauge, the essential element of which is a pointed rod that is lowered until it touches the water surface. [International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,pointGaugeWaterLevelMeasurement,Point-gauge water-level measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,353,Maximum-stage gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/353,"Determination of the elevation of the flood crest by the adherence of regranulated cork to a graduated staff held in a fixed position with relation to the datum. [Based on 'maximum-stage gauge' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",rename,maximumStageMarkMeasurement,Maximum-stage mark measurement,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,355,Wire-float recording gauge (hydrograph),http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/355,Determination of water stage by means of a gauge consisting of a float which rises and falls with changes in the water level; this movement being transmitted to a recording or indicating device. [Based on 'float gauge' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,floatWaterLevelMeasurement,Float water-level measurement,close,non-controversial,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,356,Pressure-actuated recording gauge,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/356,"Recording gauge operating on the principle that static pressure at a fixed point in the stream is directly proportional to the head of liquid above the point, i.e. the water level is proportional to the pressure difference between a fixed spot in the water column and the atmospheric pressure. [Based on 'Recording gauges' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",rename,hydrostaticPressureWaterLevelMeasurement,Hydrostatic-pressure water-level measurement,close,non-controversial,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,357,Velocity-area method,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/357,"Method of determining the discharge of a stream by measuring the width, velocity, and depth of the flowing water at a number of elemental areas, over the cross-section, and summing the products. [Based on 'velocity-area method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,velocityAreaMethod,Velocity-area method,exact,non-controversial,ObservingMethod,Established hydrometric method.
Terrestrial,358,Float gauging,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/358,Measurement of the velocity of a stream by means of timing the downstream transit of a float or velocity rod. [International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,floatGauging,Float gauging,exact,non-controversial,ObservingMethod,Established hydrometric method.
Terrestrial,359,Dilution gauging,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/359,"Determination of the discharge of a stream by measuring the degree of dilution, caused by the flowing water, of an added tracer solution. Synonyms: chemical gauging, tracer dilution gauging. [Based on 'dilution gauging' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,dilutionGauging,Dilution gauging,exact,non-controversial,ObservingMethod,Established hydrometric method.
Terrestrial,360,Slope-area method,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/360,"Determination of the discharge in a reach which is based on the surface slope, the reach roughness, the wetted perimeters and the flow areas of the various wetted cross-sections in the reach. [Based on 'slope-area method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,slopeAreaMethod,Slope-area method,exact,non-controversial,ObservingMethod,Established hydrometric method.
Terrestrial,361,Measuring weir,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/361,Determination of the discharge of a stream by means of a device or structure across the stream which causes a free or submerged fall. [Based on 'measuring weir' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,weirDischargeMeasurement,Weir discharge measurement,close,discussion needed,ObservingMethod,Retain the established hydraulic method while using method-oriented wording.
Terrestrial,362,Flume,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/362,Determination of the discharge of a stream by means of a man-made channel with clearly specified shape and dimensions. [Based on 'flume' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],rename,flumeDischargeMeasurement,Flume discharge measurement,close,discussion needed,ObservingMethod,Retain the established hydraulic method while using method-oriented wording.
Terrestrial,363,Stage-discharge relation,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/363,"Determination of the discharge of a stream by means of a relationship between water level and discharge for a given cross-section, which may be expressed as a curve, a table or an equation. [Based on 'stage-discharge relation' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,stageDischargeRelation,Stage-discharge relation,exact,non-controversial,ObservingMethod,Established hydrometric method.
Terrestrial,364,Water current meter,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/364,"Determination of water velocity by means of a current meter, for example, an instrument for measuring water velocity. Synonym: flowmeter. [Based on 'current meter' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,currentVelocimetry,Current velocimetry,close,discussion needed,ObservingMethod,Generic current-meter instrument class provides only a broad velocity-measurement method.
Terrestrial,368,Acoustic doppler current profiler (ADCP),http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/368,"An instrument that uses an acoustic doppler transducer to measure water velocity, depth and vessel path simultaneously and at various depths to compute discharge. The total discharge is computed from the profile information using matrix multiplication. [Based on 'Acoustic Doppler Current Profilers' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",rename,acousticDopplerVelocityProfiling,Acoustic-Doppler velocity profiling,close,discussion needed,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
Terrestrial,371,Gravimetric sediment measurement,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/371,"Estimation of the total sediment in a water sample by allowing the sediment to settle in a container, siphoning off the supernatant water, carefully transferring all the sediment from the container on to filter paper, then drying the sample and determining the mass of total sediment. [Based on 'gravimetric method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",rename,gravimetricSedimentMeasurement,Gravimetric sediment measurement,exact,non-controversial,ObservingMethod,Method already well defined.
Terrestrial,372,Displacement method of sediments,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/372,Determination of sediment concentration by the measurement of the difference in weight between a sample of sediment-laden water and an equal volume of clear water at the same temperature. [Based on 'displacement method' in Manual on Sediment Management and Measurement (WMO-No. 948). 2003.],rename,sedimentDisplacementMeasurement,Sediment displacement measurement,exact,non-controversial,ObservingMethod,Method-oriented wording.
Terrestrial,373,Water discharge-sediment discharge rating curve,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/373,"An empirical relationship relating sediment discharge and streamflow based on correlation analysis of sediment samples and concurrent flow estimates and presented as a curve, table, or equation. [Based on 'sediment rating curve' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",rename,sedimentDischargeRatingRelation,Sediment-discharge rating relation,exact,non-controversial,ObservingMethod,Shorten without changing semantics.
Terrestrial,374,Water discharge-bed material rating curve,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/374,"An empirical relationship relating bed-material discharge and streamflow based on correlation analysis of sediment samples and concurrent flow estimates and presented as a curve, table, or equation. [Based on 'sediment rating curve' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",rename,bedMaterialDischargeRatingRelation,Bed-material-discharge rating relation,exact,non-controversial,ObservingMethod,Shorten without changing semantics.
Terrestrial,376,Electromagnetic current meter,http://codes.wmo.int/wmdr/ObservingMethodTerrestrial/376,"Determination of water velocity based on the principle that a conductor (water) moving through a magnetic field will produce an electrical current directly proportional to the speed of movement (Faraday‚Äôs law). By measuring this current and the resultant distortion in the magnetic field the instrument can be calibrated to determine point velocities of flowing water. [Based on Manual on Stream Gauging (WMO-No. 1044), Volume I. 2010]",rename,electromagneticVelocimetry,Electromagnetic velocimetry,close,non-controversial,ObservingMethod,Legacy entry names an instrument or instrument type; proposed mapping expresses the measurement principle instead.
