uri,notation,label,description,reviewStatus,definitionStatus,sourceStatus,legacyDomains,legacyMappings,legacyLabels,notes
http://codes.wmo.int/wmdr/ObservingMethod/longPathAbsorptionPhotometry,longPathAbsorptionPhotometry,Long-path absorption photometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:316,Long path absorption photometry (LOPAP),
http://codes.wmo.int/wmdr/ObservingMethod/massBalanceMethod,massBalanceMethod,Mass-balance method,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:147,Mass balance method,
http://codes.wmo.int/wmdr/ObservingMethod/massSpectrometry,massSpectrometry,Mass spectrometry,Determination based on separation and detection of ions according to mass-to-charge ratio.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:221,Mass Spectrometry (MS) [general],
http://codes.wmo.int/wmdr/ObservingMethod/mercuryColumnPressureMeasurement,mercuryColumnPressureMeasurement,Mercury-column pressure measurement,Determination of pressure from the height of a mercury column.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:73,"Barometer, mercury column",
http://codes.wmo.int/wmdr/ObservingMethod/mercuryColumnThermometry,mercuryColumnThermometry,Mercury-column thermometry,Determination of temperature from the thermally induced change in the level or volume of mercury in a calibrated liquid column.,non-controversial,drafted,legacy-derived,Atmosphere; Ocean,Atmosphere:149; Ocean:401,Mercury-in-glass thermometer; Mercury-based thermometry,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/mercuryThiocyanateColorimetry,mercuryThiocyanateColorimetry,Mercury-thiocyanate colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:274,Colorimetry (mercury thiocyanate+iron alum),
http://codes.wmo.int/wmdr/ObservingMethod/multiAngleAbsorptionPhotometry,multiAngleAbsorptionPhotometry,Multi-angle absorption photometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:238,Multiangle absorption photometry (MAAP),
http://codes.wmo.int/wmdr/ObservingMethod/nesslerColorimetry,nesslerColorimetry,Nessler colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:276,"Colorimetry (Nessler, K2HgI4)",
http://codes.wmo.int/wmdr/ObservingMethod/nonDispersiveInfraredAbsorption,nonDispersiveInfraredAbsorption,Non-dispersive infrared absorption,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:317,Non-dispersive IR (NDIR) absorption,
http://codes.wmo.int/wmdr/ObservingMethod/nonDispersiveUltravioletAbsorption,nonDispersiveUltravioletAbsorption,Non-dispersive ultraviolet absorption,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:318,Non-dispersive UV (NDUV),
http://codes.wmo.int/wmdr/ObservingMethod/opticalPilotBalloonTracking,opticalPilotBalloonTracking,Optical pilot-balloon tracking,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:332,Pilot balloon with optical tracking),
http://codes.wmo.int/wmdr/ObservingMethod/oxygenLuminescenceQuenching,oxygenLuminescenceQuenching,Oxygen luminescence quenching,Determination of oxygen from the quenching effect of oxygen on the luminescence of an excited indicator.,non-controversial,drafted,legacy-derived,Ocean,Ocean:410,Oxygen luminescence quenching method,
http://codes.wmo.int/wmdr/ObservingMethod/particleInducedXRayEmissionSpectrometry,particleInducedXRayEmissionSpectrometry,Particle-induced X-ray emission spectrometry,Elemental spectrometry based on characteristic X-ray emission induced by energetic charged particles.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:223,Particle induced x-ray emission (PIXE),
http://codes.wmo.int/wmdr/ObservingMethod/photoacousticDetection,photoacousticDetection,Photoacoustic detection,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:168,Photoacoustic detection,
http://codes.wmo.int/wmdr/ObservingMethod/pistonPressureBalance,pistonPressureBalance,Piston pressure-balance measurement,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:174,Pressure balance (piston),
http://codes.wmo.int/wmdr/ObservingMethod/polarizedLidar,polarizedLidar,Polarized lidar,Lidar measurement using polarization characteristics of transmitted or returned radiation.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:343,Polarized lidar,
http://codes.wmo.int/wmdr/ObservingMethod/protonTransferReactionMassSpectrometry,protonTransferReactionMassSpectrometry,Proton-transfer-reaction mass spectrometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:313,Proton transfer reaction mass spectrometry (PTR-MS),
http://codes.wmo.int/wmdr/ObservingMethod/quantumCascadeLaserSpectroscopy,quantumCascadeLaserSpectroscopy,Quantum-cascade-laser spectroscopy,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:311,Quantum cascade laser (QCL) spectroscopy,
http://codes.wmo.int/wmdr/ObservingMethod/radarDopplerVelocimetry,radarDopplerVelocimetry,Radar-Doppler velocimetry,Determination of surface or target velocity from the Doppler shift of a radar return.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:380,radar velocimetry,
http://codes.wmo.int/wmdr/ObservingMethod/radarRadiosondeTracking,radarRadiosondeTracking,Radar radiosonde tracking,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:328,Radiosonde with radar tracking,
http://codes.wmo.int/wmdr/ObservingMethod/radarRanging,radarRanging,Radar ranging,Determination of distance from the travel time or phase of a transmitted and returned radar signal.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:379,radar water level gauge,
http://codes.wmo.int/wmdr/ObservingMethod/radioAcousticSounding,radioAcousticSounding,Radio-acoustic sounding,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:181; Atmosphere:182,Radio acoustic sounding system (RASS),Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/radiometry,radiometry,Radiometry,Measurement of electromagnetic radiant quantities.,non-controversial,drafted,legacy-derived,Ocean,Ocean:412,Radiometry,
http://codes.wmo.int/wmdr/ObservingMethod/radionuclideDecayCounting,radionuclideDecayCounting,Radionuclide decay counting,Determination of radioactive decay events per unit time.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:348,Radionuclide decay counting [general],
http://codes.wmo.int/wmdr/ObservingMethod/radiotheodoliteRadiosondeTracking,radiotheodoliteRadiosondeTracking,Radiotheodolite radiosonde tracking,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:329,Radiosonde with radiotheodolite tracking,
http://codes.wmo.int/wmdr/ObservingMethod/ramanLidar,ramanLidar,Raman lidar,"Light detection and ranging (lidar) with Raman capability, typically used for measurements of aerosol particle phase and cloud measurements as well as water vapor and temperature.",non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:143,Raman lidar,
http://codes.wmo.int/wmdr/ObservingMethod/resistanceThermometry,resistanceThermometry,Resistance thermometry,Determination of temperature from the temperature dependence of electrical resistance.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:188,"Resistance thermometer, thermistor",
http://codes.wmo.int/wmdr/ObservingMethod/saltzmanColorimetry,saltzmanColorimetry,Saltzman colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:90,Colorimetry (Saltzman),
http://codes.wmo.int/wmdr/ObservingMethod/sedimentDischargeRatingRelation,sedimentDischargeRatingRelation,Sediment-discharge rating relation,"An empirical relationship relating sediment discharge and streamflow based on correlation analysis of sediment samples and concurrent flow estimates and presented as a curve, table, or equation. [Based on 'sediment rating curve' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:373,Water discharge-sediment discharge rating curve,
http://codes.wmo.int/wmdr/ObservingMethod/sedimentDisplacementMeasurement,sedimentDisplacementMeasurement,Sediment displacement measurement,Determination of sediment concentration by the measurement of the difference in weight between a sample of sediment-laden water and an equal volume of clear water at the same temperature. [Based on 'displacement method' in Manual on Sediment Management and Measurement (WMO-No. 948). 2003.],non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:372,Displacement method of sediments,
http://codes.wmo.int/wmdr/ObservingMethod/slopeAreaMethod,slopeAreaMethod,Slope-area method,"Determination of discharge from water-surface slope, channel geometry and hydraulic resistance.",non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:360,Slope-area method,
http://codes.wmo.int/wmdr/ObservingMethod/sodiumSalicylateColorimetry,sodiumSalicylateColorimetry,Sodium-salicylate colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:277,Colorimetry (sodium salicylate method for nitrate),
http://codes.wmo.int/wmdr/ObservingMethod/spectralSolarRadiometry,spectralSolarRadiometry,Spectral-solar radiometry,Spectrally resolved radiometric measurement of solar radiation.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:267,Spectral pyranometer,
http://codes.wmo.int/wmdr/ObservingMethod/stageDischargeRelation,stageDischargeRelation,Stage-discharge relation,Determination of discharge from an established relation between water level and discharge.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:363,Stage-discharge relation,
http://codes.wmo.int/wmdr/ObservingMethod/thorinColorimetry,thorinColorimetry,Thorin colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:91,Colorimetry (thorin),
http://codes.wmo.int/wmdr/ObservingMethod/timeDomainReflectometry,timeDomainReflectometry,Time-domain reflectometry,Estimation of water content in unsaturated materials based on variations in their dielectric properties. [International Glossary of Hydrology (WMO-No. 385). 2012 edition.],non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:203,Time domain reflectometry (TDR),
http://codes.wmo.int/wmdr/ObservingMethod/titration,titration,Titration,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:205,Titration,
http://codes.wmo.int/wmdr/ObservingMethod/transmissometry,transmissometry,Transmissometry,Determination of optical transmission or attenuation along a defined path.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:207,Transmissometer,
http://codes.wmo.int/wmdr/ObservingMethod/tunableDiodeLaserSpectroscopy,tunableDiodeLaserSpectroscopy,Tunable-diode-laser spectroscopy,Tunable diode lase spectroscopy (TDLS),non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:338,Tunable diode lase spectroscopy (TDLS),
http://codes.wmo.int/wmdr/ObservingMethod/turbidimetry,turbidimetry,Turbidimetry,Determination of turbidity from attenuation or scattering of light by suspended material.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:209,Turbidity measurement,
http://codes.wmo.int/wmdr/ObservingMethod/ultrasonicRanging,ultrasonicRanging,Ultrasonic ranging,Transmission of an ultrasonic pulse towards the target and listening for a return echo from that target.,non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:260,Ultrasonic ranging,
http://codes.wmo.int/wmdr/ObservingMethod/ultravioletAbsorptionSpectroradiometry,ultravioletAbsorptionSpectroradiometry,Ultraviolet-absorption spectroradiometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:319,UV absorption spectrometry-radiometry,
http://codes.wmo.int/wmdr/ObservingMethod/ultravioletFluorescence,ultravioletFluorescence,Ultraviolet fluorescence,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:295,UV fluorescence,
http://codes.wmo.int/wmdr/ObservingMethod/ultravioletSpectroradiometry,ultravioletSpectroradiometry,Ultraviolet spectroradiometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:339,UV spectroradiometry,
http://codes.wmo.int/wmdr/ObservingMethod/ultravioletVisibleSpectroradiometry,ultravioletVisibleSpectroradiometry,Ultraviolet-visible spectroradiometry,Spectrally resolved radiometric measurement in the ultraviolet and visible regions.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:268,UV-vis spectrometry-radiometry,
http://codes.wmo.int/wmdr/ObservingMethod/umkehrMethod,umkehrMethod,Umkehr method,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:210,Umkehr method,
http://codes.wmo.int/wmdr/ObservingMethod/vacuumUltravioletFluorescence,vacuumUltravioletFluorescence,Vacuum-ultraviolet fluorescence,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:296,Vacuum UV fluorescence,
http://codes.wmo.int/wmdr/ObservingMethod/velocityAreaMethod,velocityAreaMethod,Velocity-area method,Determination of discharge from measured flow velocities and elemental areas across a channel cross-section.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:357,Velocity-area method,
http://codes.wmo.int/wmdr/ObservingMethod/visualEstimation,visualEstimation,Visual estimation,Determination of an observed property by direct visual assessment.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:112,Estimation from visual observation,
http://codes.wmo.int/wmdr/ObservingMethod/xRayFluorescenceSpectrometry,xRayFluorescenceSpectrometry,X-ray fluorescence spectrometry,Elemental spectrometry based on characteristic X-ray fluorescence.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:226,X-ray fluorescence (XRF),
